season,round,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy,driver,grid,podium,driver_points,driver_wins,driver_standings_pos,constructor_points_after_race,constructor_wins_after_race,constructor_standings_pos_after_race,constructor_points,constructor_wins,constructor_standings_pos,qualifying_time,driver_age,circuit_id_BAK,circuit_id_albert_park,circuit_id_americas,circuit_id_bahrain,circuit_id_catalunya,circuit_id_hockenheimring,circuit_id_hungaroring,circuit_id_interlagos,circuit_id_marina_bay,circuit_id_monaco,circuit_id_monza,circuit_id_red_bull_ring,circuit_id_rodriguez,circuit_id_sepang,circuit_id_shanghai,circuit_id_silverstone,circuit_id_sochi,circuit_id_spa,circuit_id_suzuka,circuit_id_villeneuve,circuit_id_yas_marina,nationality_Australian,nationality_British,nationality_Canadian,nationality_Finnish,nationality_French,nationality_German,nationality_Mexican,nationality_Russian,nationality_Spanish,constructor_ferrari,constructor_force_india,constructor_haas,constructor_mclaren,constructor_mercedes,constructor_red_bull,constructor_renault,constructor_sauber,constructor_toro_rosso,constructor_williams
2014,1,False,False,False,False,False,raikkonen,11,7,0,0,0,18.0,0,3,0,0,0,0.29999999999999716,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,1,False,False,False,False,False,vettel,12,18,0,0,0,0.0,0,11,0,0,0,0.5,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,1,False,False,False,False,False,sutil,13,11,0,0,0,0.0,0,7,0,0,0,1.5,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,1,False,False,False,False,False,kobayashi,14,21,0,0,0,0.0,0,10,0,0,0,1.7000000000000028,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,1,False,False,False,False,False,bottas,15,5,0,0,0,10.0,0,4,0,0,0,3.8999999999999915,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,1,False,False,False,False,False,perez,16,10,0,0,0,9.0,0,5,0,0,0,3.0999999999999943,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014,1,False,False,False,False,False,chilton,17,13,0,0,0,0.0,0,8,0,0,0,-9.900000000000006,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,1,False,False,False,False,False,jules_bianchi,18,14,0,0,0,0.0,0,8,0,0,0,-9.400000000000006,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,1,False,False,False,False,False,ericsson,19,17,0,0,0,0.0,0,10,0,0,0,-9.0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,1,False,False,False,False,False,gutierrez,20,12,0,0,0,0.0,0,7,0,0,0,-9.100000000000009,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2014,2,False,False,False,False,False,hamilton,1,1,0,0,19,68.0,2,1,25,1,2,0.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,2,False,False,False,False,False,vettel,2,3,0,0,18,15.0,0,6,0,0,11,0.09999999999999432,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,2,False,False,False,False,False,rosberg,3,2,25,1,1,68.0,2,1,25,1,2,0.6999999999999886,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,2,False,False,False,False,False,alonso,4,4,12,0,4,30.0,0,3,18,0,3,0.7999999999999972,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2014,2,False,False,False,False,False,ricciardo,5,16,0,0,22,15.0,0,6,0,0,11,1.0999999999999943,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,2,False,False,False,False,False,raikkonen,6,12,6,0,7,30.0,0,3,18,0,3,1.7999999999999972,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,2,False,False,False,False,False,hulkenberg,7,5,8,0,6,19.0,0,5,9,0,5,2.299999999999997,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,2,False,False,False,False,False,kevin_magnussen,8,9,18,0,2,43.0,0,2,33,0,1,2.799999999999997,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,2,False,False,False,False,False,vergne,9,19,4,0,8,7.0,0,7,6,0,6,3.6999999999999886,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,2,False,False,False,False,False,button,10,6,15,0,3,43.0,0,2,33,0,1,4.699999999999989,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,2,False,False,False,False,False,kvyat,11,10,2,0,9,7.0,0,7,6,0,6,3.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2014,2,False,False,False,False,False,gutierrez,12,17,0,0,12,0.0,0,8,0,0,7,3.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2014,2,False,False,False,False,False,massa,13,7,0,0,20,20.0,0,4,10,0,4,3.0999999999999943,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,2,False,False,False,False,False,perez,14,22,1,0,10,19.0,0,5,9,0,5,3.0999999999999943,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014,2,False,False,False,False,False,grosjean,15,11,0,0,15,0.0,0,9,0,0,9,3.5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,2,False,False,False,False,False,maldonado,16,21,0,0,16,0.0,0,9,0,0,9,2.6999999999999886,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,2,False,False,False,False,False,sutil,17,18,0,0,11,0.0,0,8,0,0,7,2.6999999999999886,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,2,False,False,False,False,False,bottas,18,8,10,0,5,20.0,0,4,10,0,4,3.3999999999999915,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,2,False,False,False,False,False,jules_bianchi,19,20,0,0,14,0.0,0,11,0,0,8,3.299999999999997,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,2,False,False,False,False,False,kobayashi,20,13,0,0,21,0.0,0,10,0,0,10,4.199999999999989,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,2,False,False,False,False,False,chilton,21,15,0,0,13,0.0,0,11,0,0,8,5.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,2,False,False,False,False,False,ericsson,22,14,0,0,17,0.0,0,10,0,0,10,5.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,3,False,False,True,False,False,rosberg,1,2,43,1,1,111.0,3,1,68,2,1,0.0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,3,False,False,True,False,False,hamilton,2,1,25,1,2,111.0,3,1,68,2,1,0.29999999999999716,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,3,False,False,True,False,False,bottas,3,8,14,0,8,30.0,0,6,20,0,4,1.0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,3,False,False,True,False,False,perez,4,3,1,0,13,44.0,0,2,19,0,5,1.0999999999999943,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014,3,False,False,True,False,False,raikkonen,5,10,6,0,9,33.0,0,5,30,0,3,1.2000000000000028,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,3,False,False,True,False,False,button,6,17,23,0,4,43.0,0,3,43,0,2,1.2000000000000028,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,3,False,False,True,False,False,massa,7,7,6,0,10,30.0,0,6,20,0,4,1.2999999999999972,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,3,False,False,True,False,False,kevin_magnussen,8,18,20,0,5,43.0,0,3,43,0,2,1.5,21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,3,False,False,True,False,False,alonso,9,9,24,0,3,33.0,0,5,30,0,3,1.7999999999999972,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2014,3,False,False,True,False,False,vettel,10,6,15,0,7,35.0,0,4,15,0,6,1.7999999999999972,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,3,False,False,True,False,False,hulkenberg,11,5,18,0,6,44.0,0,2,19,0,5,1.8999999999999915,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,3,False,False,True,False,False,kvyat,12,11,3,0,12,7.0,0,7,7,0,7,1.8999999999999915,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2014,3,False,False,True,False,False,ricciardo,13,4,0,0,22,35.0,0,4,15,0,6,0.8999999999999915,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,3,False,False,True,False,False,vergne,14,21,4,0,11,7.0,0,7,7,0,7,2.0999999999999943,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,3,False,False,True,False,False,gutierrez,15,19,0,0,16,0.0,0,9,0,0,8,2.700000000000003,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2014,3,False,False,True,False,False,grosjean,16,12,0,0,14,0.0,0,8,0,0,9,2.700000000000003,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,3,False,False,True,False,False,maldonado,17,14,0,0,21,0.0,0,8,0,0,9,3.5,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,3,False,False,True,False,False,kobayashi,18,15,0,0,18,0.0,0,11,0,0,10,3.8999999999999915,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,3,False,False,True,False,False,jules_bianchi,19,16,0,0,20,0.0,0,10,0,0,11,4.099999999999994,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,3,False,False,True,False,False,ericsson,20,20,0,0,19,0.0,0,11,0,0,10,4.700000000000003,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,3,False,False,True,False,False,chilton,21,13,0,0,17,0.0,0,10,0,0,11,4.700000000000003,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,3,False,False,True,False,False,sutil,22,22,0,0,15,0.0,0,9,0,0,8,3.5999999999999943,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,4,False,False,True,False,False,hamilton,1,1,50,2,2,154.0,4,1,111,3,1,0.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,4,False,False,True,False,False,ricciardo,2,4,12,0,10,57.0,0,2,35,0,4,0.5999999999999943,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,4,False,False,True,False,False,vettel,3,5,23,0,6,57.0,0,2,35,0,4,1.0999999999999943,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,4,False,False,True,False,False,rosberg,4,2,61,1,1,154.0,4,1,111,3,1,1.1999999999999886,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,4,False,False,True,False,False,alonso,5,3,26,0,4,52.0,0,4,33,0,5,1.6999999999999886,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2014,4,False,False,True,False,False,massa,6,15,12,0,11,36.0,0,6,30,0,6,2.1999999999999886,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,4,False,False,True,False,False,bottas,7,7,18,0,8,36.0,0,6,30,0,6,2.3999999999999915,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,4,False,False,True,False,False,hulkenberg,8,6,28,0,3,54.0,0,3,44,0,2,2.5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,4,False,False,True,False,False,vergne,9,12,4,0,13,8.0,0,7,7,0,7,2.8999999999999915,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,4,False,False,True,False,False,grosjean,10,21,0,0,15,0.0,0,8,0,0,8,3.1999999999999886,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,4,False,False,True,False,False,raikkonen,11,8,7,0,12,52.0,0,4,33,0,5,3.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,4,False,False,True,False,False,button,12,11,23,0,5,43.0,0,5,43,0,3,3.0999999999999943,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,4,False,False,True,False,False,kvyat,13,10,3,0,14,8.0,0,7,7,0,7,3.3999999999999915,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2014,4,False,False,True,False,False,sutil,14,22,0,0,16,0.0,0,9,0,0,9,3.5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,4,False,False,True,False,False,kevin_magnussen,15,13,20,0,7,43.0,0,5,43,0,3,3.799999999999997,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,4,False,False,True,False,False,perez,16,9,16,0,9,54.0,0,3,44,0,2,4.3999999999999915,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2014,4,False,False,True,False,False,gutierrez,17,16,0,0,17,0.0,0,9,0,0,9,5.099999999999994,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2014,4,False,False,True,False,False,kobayashi,18,18,0,0,19,0.0,0,11,0,0,11,5.3999999999999915,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,4,False,False,True,False,False,jules_bianchi,19,17,0,0,22,0.0,0,10,0,0,10,5.3999999999999915,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,4,False,False,True,False,False,ericsson,20,20,0,0,21,0.0,0,11,0,0,11,6.699999999999989,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,4,False,False,True,False,False,chilton,21,19,0,0,18,0.0,0,10,0,0,10,7.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,5,True,False,False,False,False,hamilton,1,1,75,3,2,197.0,5,1,154,4,1,0.0,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,5,True,False,False,False,False,rosberg,2,2,79,1,1,197.0,5,1,154,4,1,0.20000000000000284,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,5,True,False,False,False,False,ricciardo,3,3,24,0,6,84.0,0,2,57,0,2,1.0999999999999943,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,5,True,False,False,False,False,bottas,4,5,24,0,7,46.0,0,5,36,0,6,1.3999999999999915,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,5,True,False,False,False,False,grosjean,5,8,0,0,15,4.0,0,8,0,0,8,1.7999999999999972,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,5,True,False,False,False,False,raikkonen,6,7,11,0,12,66.0,0,3,52,0,4,1.8999999999999915,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,5,True,False,False,False,False,alonso,7,6,41,0,3,66.0,0,3,52,0,4,1.8999999999999915,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2014,5,True,False,False,False,False,button,8,11,23,0,8,43.0,0,6,43,0,5,2.0999999999999943,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014,5,True,False,False,False,False,massa,9,13,12,0,11,46.0,0,5,36,0,6,2.200000000000003,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,5,True,False,False,False,False,hulkenberg,10,10,36,0,4,57.0,0,4,54,0,3,2.5,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,5,True,False,False,False,False,perez,11,9,18,0,10,57.0,0,4,54,0,3,2.799999999999997,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
